Sexo,Idade,Escolaridade,Bairro de Origem,Distrito,Referência,Local de Atendimento,Programa Vinculado
Masculino,46,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,42,Médio Completo,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,21,Médio Completo,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,11,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,42,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,7,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,24,Médio Completo,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,31,Médio Completo,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,10,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,5,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,1,Não Escolarizado,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,52,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,40,Médio Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,23,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,20,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,18,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,13,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,37,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,20,Médio Completo,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,19,Médio Completo,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,12,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,11,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,29,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,14,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,12,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,10,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,4,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,54,Médio Completo,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,18,Médio Completo,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,12,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,24,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,3,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,48,Fundamental Incompleto,Prata,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,24,Médio Completo,Prata,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,19,Médio Completo,Prata,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,5,Fundamental Incompleto,Prata,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,61,Não Escolarizado,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,27,Médio Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,8,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,48,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,26,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,10,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,13,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,18,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,3,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,61,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,18,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,14,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,21,Médio Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,34,Fundamental Completo,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,9,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,12,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,11,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,34,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,14,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,12,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,8,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,5,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,67,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,29,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,55,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,62,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,78,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,67,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,31,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,12,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,9,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,30,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,11,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,10,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,7,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,5,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,45,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,58,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,42,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,45,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,19,Médio Completo,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,18,Médio Completo,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,16,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,12,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,58,Não Escolarizado,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,66,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,45,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,13,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,27,Médio Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,53,Não Escolarizado,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,38,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,44,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,16,Médio Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,13,Médio Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,8,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,38,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,8,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,2,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,3,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,59,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,18,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,64,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,31,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,6,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,27,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,50,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,32,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,31,Médio Completo,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,35,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,6,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,3,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,2,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,73,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,15,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,49,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,10,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,39,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,43,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,20,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,13,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,7,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,43,Médio Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,15,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,8,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,47,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,15,Médio Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,18,Médio Completo,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,32,Médio Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,9,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,31,Fundamental Incompleto,Quinta Lebrão,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,35,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,17,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,10,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,7,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,5,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,27,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,70,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,78,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,85,Não Escolarizado,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,48,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,49,Fundamental Incompleto,Fonte Santa,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,66,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,29,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,11,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,9,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,5,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,28,Médio Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,9,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Masculino,7,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,42,Não Escolarizado,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,37,Fundamental Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
Feminino,18,Médio Incompleto,Fischer,1°,CRAS Prata,CRAS Prata,PAIF,,,,,,,,,,,,,,,,,,,
